frame,Period,Time [s],Home_1_x,Home_1_y,Home_2_x,Home_2_y,Home_3_x,Home_3_y,Home_4_x,Home_4_y,Home_5_x,Home_5_y,Home_6_x,Home_6_y,Home_7_x,Home_7_y,Home_8_x,Home_8_y,Home_9_x,Home_9_y,Home_10_x,Home_10_y,ball_x,ball_y
21,1,1.05,6.368959088913897,-21.4005478230929,-12.79359010196712,24.08274575107889,12.476734909655917,24.584348215199746,-1.4728129491796906,27.373754411764715,-0.6862899513735599,14.73844187271839,6.147469363745493,5.136963025210086,23.885930714612087,19.105998729833367,23.13462962144507,0.2959691178249031,11.553700993597204,20.092589770733348,-10.263594475009292,-0.5126878073498915,1.6108038659728976,56.0695679244434
22,1,1.1,6.122023232076458,-21.48879992084194,-12.85163981651899,24.009925772031814,12.408395079351706,24.585243050872258,-1.4888049939975971,27.354346218487414,-0.8141176759658535,14.744798131825902,6.155453509403792,5.053452100840325,23.90053666912364,19.11706261879469,23.154205715130303,0.2946865930345055,11.55588624564949,20.055923251512795,-10.339790105069063,-0.5436802419991835,1.1644504945833631,54.8478539461905
23,1,1.15,5.865368407402848,-21.579187013768752,-12.913983670961123,23.935816304574324,12.334990998760247,24.58517022719517,-1.5118150673602813,27.335572198879568,-0.9504869807596918,14.741269100575401,6.155578356676017,4.963637535014001,23.911013672068194,19.124998861313706,23.17498313116161,0.29332536379393304,11.54870007570183,20.01223007248609,-10.420391784110826,-0.5768972263815186,0.7244028216796892,53.64339929760012
24,1,1.2,5.599324575618297,-21.671489941075926,-12.980591989851384,23.86035270842396,12.256692734800865,24.584162239964584,-1.5417311884753886,27.317391596638657,-1.0952603600704194,14.728126309913392,6.147955886354552,4.867684033613436,23.917474409791083,19.129892816359046,23.19679805285547,0.29189616252822503,11.532409917104559,19.961726092152432,-10.505369353851755,-0.6124702458301172,0.29066084726181884,52.45620397867226
25,1,1.25,5.324221697447882,-21.765489541966115,-13.051435097747635,23.783470343298205,12.173670354393124,24.582251584976518,-1.5784413765506216,27.29976365546218,-1.2483003082132882,14.70564129078641,6.132698079231702,4.765756302521005,23.92003156863767,19.131829842899343,23.219486663528272,0.290409721662364,11.507283203207905,19.904627169010965,-10.594692656008974,-0.6505307856782565,-0.13677542867024073,51.28626798940687
26,1,1.3,5.040389733616948,-21.860966655641953,-13.126483319207757,23.705104568914535,12.086093924456335,24.579470758027128,-1.6218336507936542,27.28264761904761,-1.4094693195035504,14.674085574140946,6.109916916099792,4.658019047619042,23.918797834953423,19.13089529990326,23.24288514649652,0.2888767736214106,11.473587367362299,19.841149161560793,-10.688331532299586,-0.6912103312591995,-0.5579060061164611,50.133591329804
27,1,1.35,4.748158644850598,-21.957702121306028,-13.2057069787896,23.625190744990505,11.994133511909979,24.57585225491244,-1.6717960304121746,27.26600273109245,-1.5786298882564722,14.633730690923556,6.07972437775112,4.544636974789917,23.91388589508378,19.12717454633942,23.26682968507663,0.2873080508303758,11.431589842917958,19.77150792830112,-10.78625582444078,-0.7346403679061382,-0.9727308850768281,48.99817399986362
28,1,1.4,4.447858391874014,-22.055476778160983,-13.289076401051055,23.543664231243582,11.897959183673464,24.571428571428562,-1.728216534613857,27.249788235294112,-1.7556445087873342,14.58484817208074,6.042232444977998,4.42577478991597,23.90540843537417,19.120752941176477,23.291156462585022,0.2857142857142847,11.381558063225299,19.695919327731104,-10.888435374149672,-0.7809523809523782,-1.3812500655513986,47.88001599958578
29,1,1.45,4.139818935412407,-22.15407146540946,-13.37656191054996,23.460460387391294,11.797741006666229,24.566232203371584,-1.7909831826063893,27.233963375350143,-1.9403756754113672,14.527709548558995,5.997553098572766,4.3015971988795485,23.89347814216997,19.11171584338306,23.315701662338185,0.28410621069816955,11.323759461634552,19.614599218349866,-10.99484002314339,-0.8302778557311612,-1.783463547540137,46.77911732897039
30,1,1.5,3.8243702361910223,-22.253267022254093,-13.468133831844199,23.375514573151108,11.693649047807682,24.56029564653754,-1.8599839935974245,27.218487394957968,-2.1326858824438517,14.462586351304878,5.945798319327757,4.172268907563023,23.878207701816677,19.100148611927835,23.340301467652523,0.28249455820701996,11.258461471496076,19.5277634586566,-11.105439613139033,-0.882748277575736,-2.1793713310430434,45.69547798801753
31,1,1.55,3.5018422549350063,-22.35284428789746,-13.563762489491658,23.28876214824055,11.585853374017248,24.553651396722586,-1.9351069867947288,27.203319537815126,-2.3324376242001037,14.389750111264895,5.887080088035191,4.0379546218487405,23.85970980065956,19.086136605779444,23.364792061844483,0.28089006066592503,11.185931526160132,19.435627907150447,-11.220203985853821,-0.9384951318193373,-2.568973416060153,44.62909797672718
32,1,1.6,3.1725649523695623,-22.452584101542243,-13.663418208050132,23.200138472377112,11.474524052214377,24.546331949722735,-2.016240181405905,27.18841904761903,-2.5394933949953327,14.309472359385552,5.821510385487514,3.8988190476190425,23.838097125044186,19.069765183906526,23.38900962823051,0.27930345049985306,11.106437058977093,19.338408422330566,-11.339102983004821,-0.9976499037952209,-2.9522698025914025,43.579977295099305
33,1,1.65,2.836868289219872,-22.55226730239106,-13.767071312077562,23.10957890527832,11.359831149318495,24.538369801334106,-2.1032715966386633,27.173745168067228,-2.753715689144805,14.222024626613369,5.749201192477003,3.755026890756291,23.81348236131592,19.0511197052777,23.412790350127082,0.27774546013382917,11.02024550329726,19.23632086269609,-11.462106446309221,-1.060344078836657,-3.329260490636834,42.54811594313396
34,1,1.7,2.4950822262111103,-22.6516747296465,-13.87469212613179,23.017018806661632,11.241944732248953,24.52979744735277,-2.196089251700691,27.15925714285715,-2.9749670009638294,14.127678443894908,5.670264489795919,3.606742857142862,23.785978195820107,19.030285528861647,23.43597041085053,0.27622682199292115,10.92762429247093,19.12958108674622,-11.589184217484132,-1.126709142276873,-3.6999454801964333,41.533513920831105
35,1,1.75,2.1475367240685017,-22.75058722251124,-13.986250974770648,22.922393536244584,11.121034867925289,24.52064738357479,-2.294581165799663,27.14491421568627,-3.203109824767644,14.02670534217662,5.584812258236653,3.4541316526610615,23.755697314902292,19.007348013627016,23.458385993717485,0.2747582685020973,10.828840859848462,19.018404952980063,-11.720306138246642,-1.196876579449146,-4.06432477127025,40.536171228190774
36,1,1.8,1.794561743517221,-22.848785620187826,-14.101718182552077,22.82563845374466,10.997271623266862,24.510952105796278,-2.3986353581432667,27.1306756302521,-3.4380066548715007,13.919376852405094,5.492956478591466,3.2973579831932653,23.722752404907837,18.982392518542397,23.479873282044196,0.27335053208641824,10.724162638780115,18.903008319896806,-11.855442050313975,-1.2709778756867038,-4.422398363858186,39.55608786521291
37,1,1.85,1.436487245282514,-22.94605076187899,-14.221064074033876,22.726688918879375,10.870825065193102,24.50074410981331,-2.5081398479391765,27.116500630252098,-3.6795199855907157,13.80596450552681,5.394809131652671,3.136586554621857,23.68725615218213,18.95550440257648,23.500268459147165,0.27201434517090917,10.61385706261624,18.783607045995602,-11.994561795403207,-1.349144516322795,-4.774166257960324,38.593263831897566
38,1,1.9,1.0736431900895198,-23.04216348678731,-14.34425897377394,22.625480291366202,10.741865260623484,24.490055891421953,-2.622982654395088,27.102348459383755,-3.9275123112404984,13.6867398324883,5.290482198212636,2.971982072829128,23.649321243070602,18.92676902469791,23.519407708342925,0.2707604401806023,10.498191564707149,18.660416989775584,-12.13763521523152,-1.4315079866907041,-5.119628453576624,37.647699128244746
39,1,1.95,0.7063595386634276,-23.136904634115403,-14.471273206330125,22.52194793092268,10.610562276477353,24.47891994641828,-2.7430517967186816,27.08817836134454,-4.1818461261361435,13.56197436423605,5.180087659063645,2.803709243697469,23.60906036391873,18.89627174387531,23.537127212947823,0.26959954954046594,10.37743357840315,18.53365400973594,-12.284632151516007,-1.5181997721236584,-5.45878495070712,36.719393754254405
40,1,2.0,0.3349662517294405,-23.23005504306588,-14.60207709626033,22.416027197266295,10.477086179674181,24.467368770598405,-2.868235294117653,27.073949579831933,-4.442383924592946,13.431939631716602,5.063737494998001,2.6319327731092272,23.566586201071885,18.864097919077338,23.55326315627832,0.2685424056755821,10.251850537054551,18.403533964375818,-12.435522445973803,-1.6093513579548926,-5.791635749351784,35.808347709926565
41,1,2.05,-0.04020670998720277,-23.321395552841427,-14.736640968122352,22.307653450114564,10.341607037133407,24.455434859758377,-2.9984211657996482,27.059621358543417,-4.708988200926072,13.296907165876512,4.9415436868080675,2.4568173669467583,23.522011440875488,18.83033290927262,23.56765172165086,0.2675997410109474,10.121709874011707,18.270272712194355,-12.59027594032208,-1.7050942295176768,-6.118180849510601,34.91456099526124
42,1,2.1,-0.4188293857613985,-23.41070700264462,-14.874935146474108,22.19676204918496,10.204294915774433,24.443150709694308,-3.133497430972369,27.04515294117646,-4.981521449450916,13.157148497662263,4.813618215286134,2.2785277310924315,23.47544876967494,18.795062073429825,23.580129092381853,0.26678228797163683,9.987279022624861,18.134086111690713,-12.748862476277985,-1.8055598721452597,-6.438420251183594,34.038033610258424
43,1,2.15,-0.8005718148678724,-23.497770231678135,-15.016929955873472,22.083288354195005,10.065319882516683,24.430548816202247,-3.2733521088435467,27.030503571428582,-5.259846164482653,13.012935158020376,4.6800730612244905,2.097228571428566,23.427010873815675,18.758370770517566,23.59053145178781,0.2661007789825831,9.848825416244381,17.99519002136409,-12.911251895558571,-1.9108797711708974,-6.752353954370783,33.1787655549181
44,1,2.2,-1.1851040365814498,-23.582366079144514,-15.1625957208783,21.967167724862207,9.924852004279579,24.417661675078328,-3.417873218620791,27.01563249299719,-5.543824840336605,12.86453867789735,4.541020205415506,1.9130845938375245,23.376810439643137,18.720344359504523,23.598694983185155,0.26556594646888954,9.706616488220597,17.853800299713562,-13.077414039881056,-2.0211854119278385,-7.059981959072154,32.33675682924027
45,1,2.25,-1.5720960901770056,-23.664275384246466,-15.311902766046437,21.84833552090403,9.783061347982581,24.404521782118536,-3.5669487795118044,27.00049894957983,-5.833319971328002,12.712230588239741,4.396571628651465,1.72626050420169,23.3249601535027,18.681068199359316,23.604455869890273,0.2651885228555315,9.560919671903761,17.710132805238345,-13.247318750962556,-2.136608279749325,-7.361304265287657,31.51200743322493
46,1,2.3,-1.961218014929237,-23.743278986186564,-15.464821415935766,21.726727102038005,9.64011798054505,24.39116163311904,-3.7204668107242895,26.985062184873932,-6.12819405177212,12.556282419994055,4.246839311724685,1.536921008403354,23.27157270173987,18.640627649050593,23.607650295219656,0.2649792405675697,9.412002400644226,17.56440339643757,-13.42093587052019,-2.2572798599686266,-7.656320873017378,30.70451736687214
47,1,2.35,-2.3521398501130193,-23.819157724167475,-15.621321995104175,21.60227782798166,9.496191968886471,24.377613723875918,-3.878315331465906,26.969281442577028,-6.428309575984208,12.396965704106812,4.0919352354275205,1.3452308123249281,23.216760770699935,18.599108067546993,23.608114442489764,0.26494883202998665,9.260132107792323,17.416827931810417,-13.598235240271094,-2.3833316379189675,-7.945031782261275,29.914286630181817
48,1,2.4,-2.744531635003149,-23.891692437391825,-15.781374828109456,21.474923058452433,9.35145337992629,24.363910550185196,-4.040382360944378,26.953115966386555,-6.7335290382795705,12.234551971524525,3.93197138055222,1.151354621848725,23.16063704672841,18.55659481381717,23.605684495016973,0.26510802966783586,9.105576226698346,17.26762226985602,-13.779186701932417,-2.5148950989336214,-8.227436993019289,29.141315223154024
49,1,2.45,-3.1380634088744372,-23.960663965062203,-15.944950239509552,21.344598153167887,9.206072280583847,24.350084607843,-4.206555918367336,26.93652499999999,-7.043714932973458,12.069312753193735,3.7670597278911657,0.9554571428571492,23.103314216170673,18.513173246829773,23.600196636117758,0.2654675659061496,8.94860219071262,17.117002269073545,-13.96376009722131,-2.652101728345823,-8.503536505291535,28.385603145788693
50,1,2.5,-3.532405211001681,-24.025853146381273,-16.112018553862335,21.21123847184547,9.06021873777862,24.336168392645398,-4.376724022942504,26.919467787114854,-7.3587297543811445,11.90151958006092,3.5973122582366557,0.7577030812324921,23.04490496537217,18.468928725553425,23.591487049108608,0.26603817316994594,8.78947743318546,16.96518378796212,-14.151925267854871,-2.7950830114888348,-8.773330319077921,27.647150398085884
51,1,2.55,-3.9272270806596694,-24.087040820551636,-16.282550095725604,21.07477937420272,8.914062818430068,24.322194400388454,-4.550774693877528,26.901903571428562,-7.678435996817861,11.731443983072637,3.422840952380973,0.558257142857137,22.9855219806783,18.423946608956783,23.57939191730587,0.26683058388421443,8.628469387467185,16.81238268502095,-14.343652055550272,-2.9439704336959167,-9.036818434378503,26.92595698004561
52,1,2.6,-4.32219905712325,-24.144007826775947,-16.456515189657267,20.935156219957136,8.767774589457545,24.308195126868284,-4.728595950380132,26.88379159663866,-8.002696154598894,11.55935749317539,3.243757791116451,0.3572840336134462,22.92527794843444,18.3783122560085,23.563747424026047,0.2678555304740513,8.465845486908087,16.65881481874917,-14.538910302024618,-3.098895480300296,-9.29400085119326,26.22202289166779
53,1,2.65,-4.716991179667211,-24.19653500425679,-16.633884160215203,20.7923043688262,8.621524117780517,24.294203067880957,-4.91007581165799,26.865091106442563,-8.33137272203954,11.385531641315723,3.0601747552354297,0.15494845938376756,22.864285554986125,18.332111025677193,23.544389752585587,0.2691237453643964,8.301873164858499,16.504696047645922,-14.737669848995075,-3.259989636635236,-9.544877569522164,25.535348132952482
54,1,2.7,-5.1112734875663435,-24.244403192196813,-16.814627331957254,20.64615918052744,8.475481470318414,24.280250719222536,-5.095102296918768,26.845761344537813,-8.664328193455042,11.210237958440104,2.872203825530235,-0.04858487394958644,22.80265748667864,18.285428276931533,23.52115508630088,0.2706459609803318,8.13681985466873,16.350242230210377,-14.939900538178755,-3.427384388034003,-9.789448589365279,24.865932703899702
55,1,2.75,-5.504716020095479,-24.28739322979869,-16.998715029441293,20.49665601477834,8.329816713990638,24.266370576689113,-5.283563425370126,26.825761554621828,-9.001425063160653,11.033747975495075,2.6799569827931364,-0.2531512605042039,22.740506429857504,18.23834936874016,23.49387960848844,0.2724329097468541,7.970952989689117,16.195669224941668,-15.145572211292809,-3.6012112198298034,-10.02771391072254,24.21377660450942
56,1,2.8,-5.896988816529394,-24.325285956264985,-17.186117577225176,20.343730231296405,8.18469991571665,24.25259513607677,-5.475347216219795,26.80505098039216,-9.342525825471647,10.856333223427185,2.483546207816474,-0.45858599439777237,22.67794507086809,18.19095966007169,23.462399502464635,0.2744953240890027,7.804540003269963,16.04119289033897,-15.354654710054355,-3.781601617355932,-10.259673533593997,23.578879834781645
57,1,2.85,-6.287761916142934,-24.357862210798327,-17.376805299866803,20.187317189799153,8.040301142415807,24.2389568931816,-5.670341688675471,26.783588865546214,-9.687492974703297,10.678265233182927,2.283083481392552,-0.6647243697479013,22.61508609605582,18.143344509894817,23.426550951545977,0.2768439364317956,7.637848328761528,15.887029084901457,-15.567117876180568,-3.968687065945609,-10.4853274579796,22.961242394716354
58,1,2.9,-6.676705358210867,-24.384902832601377,-17.570748521924003,20.027352250004057,7.896790461007605,24.225488343799675,-5.868434861944749,26.76133445378153,-10.036189005170876,10.499815535708805,2.0786807843137254,-0.871401680672264,22.552042191766105,18.095589277178142,23.386170139048872,0.2794894792002509,7.471145399514221,15.73339366712824,-15.782931551388529,-4.162599050932112,-10.70467568387938,22.360864284313564
59,1,2.95,-7.063489182008034,-24.406188660876737,-17.76791756795467,19.863770771628644,7.75433793841146,24.21222198372709,-6.069514755235417,26.73824698879551,-10.388476411189615,10.321255661951398,1.8704500973722844,-1.0784532212885196,22.48892604434438,18.047779320890314,23.341093248289724,0.28244268481941504,7.3046986488782935,15.58050249551853,-16.00206557739542,-4.36346905764869,-10.917718211293355,21.7777455035733
60,1,3.0,-7.447783426809224,-24.421500534827075,-17.968282762516637,19.696508114390376,7.613113641546775,24.19919030875988,-6.2734693877550995,26.714285714285722,-10.744217687074837,10.142857142857146,1.658503401360548,-1.2857142857142776,22.425850340136037,18.0,23.291156462585022,0.2857142857142847,7.138775510204084,15.428571428571416,-16.22448979591836,-4.571428571428573,-11.12445504022152,21.211886052495515
61,1,3.05,-7.829401200409883,-24.430731873729563,-18.171813475754604,19.525486166870508,7.47324158085668,24.186417014382698,-6.48018677871147,26.68940987394957,-11.103279021967154,9.964827235226878,1.4429526770708279,-1.4930201680672326,22.3629081486867,17.9523218139132,23.236253479124485,0.28931142927683595,6.973595542909635,15.277775439315107,-16.4501760054645,-4.786531424161886,-11.324886170663817,20.663285931080253
62,1,3.1,-8.208727884688095,-24.434226417160048,-18.37847526016055,19.350572933104935,7.33466154087904,24.17389059483424,-6.6895549473122315,26.663578711484604,-11.4655413843089,9.787116099278542,1.2239099052954998,-1.700206162464994,22.300114072342282,17.904755823785486,23.17650805059047,0.29322692276682716,6.80918681068367,15.128125958893712,-16.679103831701077,-5.008520833966102,-11.519011602620324,20.131945139327485
63,1,3.15,-8.586291930042535,-24.43244048476889,-18.5882327138132,19.171622945993327,7.19726724967547,24.161590744041746,-6.901461912765093,26.636751470588237,-11.83088943736778,9.609609621084324,1.001487066826762,-1.9071075630251997,22.237463096648952,17.857298231209803,23.112101443538776,0.2974499884109818,6.645529503282724,14.979593532980346,-16.91125485708534,-5.237062365515552,-11.706831336090993,19.617863677237228
64,1,3.2,-8.96262178687195,-24.42583039620645,-18.801050434791335,18.98849073843536,7.0609524353074775,24.149497155932444,-7.1157956942777005,26.608887394957996,-12.199207844411497,9.432193686716396,0.7757961424570041,-2.1135596638655443,22.17495020715286,17.809945237779075,23.043214924525117,0.30196984843598784,6.482603810463289,14.83214870724813,-17.14661066407453,-5.47182158348458,-11.888345371075836,19.121041544809447
65,1,3.25,-9.338245905575008,-24.414852471123147,-19.01689302117373,18.801030843330636,6.925610825836685,24.137589524433594,-7.332444311057742,26.57994572829132,-12.570381268707727,9.254754182246991,0.5469491129785311,-2.3193977591036585,22.112570389400133,17.76269304508626,22.970029760105234,0.3067757250685119,6.320389921981807,14.685762027370203,-17.385152835125908,-5.712464052547528,-12.06355370757484,18.6414787420442
66,1,3.3,-9.713692736550435,-24.399963029169356,-19.23572507103915,18.60909779357879,6.7911361493247,24.125847543472446,-7.551295782312906,26.549885714285736,-12.944294373524215,9.077176993748289,0.3150579591836902,-2.5244571428571483,22.050318628936893,17.715537854724275,22.892727216834814,0.31185684053531304,6.158868027594785,14.54040403901967,-17.626862952696733,-5.958655337378744,-12.23245634558802,18.17917526894142
67,1,3.35,-10.0894907301969,-24.3816183899955,-19.457511182466362,18.412546122079533,6.65742213383303,24.114250906976203,-7.772238127250894,26.518666596638667,-13.320831822128653,8.899348007292474,0.08023466186475048,-2.728573109243694,21.988189911309377,17.66847586828608,22.811488561269613,0.31720241706304364,5.998018317058779,14.396045287869661,-17.87172259924423,-6.21006100265258,-12.395053285115381,17.73413112550118
68,1,3.4,-10.466168336913142,-24.36027487325193,-19.68221595353414,18.211230361732447,6.524362507423284,24.1027793088721,-7.9951593650793455,26.486247619047624,-13.699878277788692,8.72115310895176,-0.15740879818594067,-2.9315809523809513,21.926179222063553,17.621503287364604,22.726495059965302,0.3228016768784201,5.837820980130218,14.252656319593292,-18.119713357225642,-6.46634661304331,-12.551344526156917,17.30634631172341
69,1,3.45,-10.844254007097867,-24.336388798589056,-19.909803982321236,18.005005045437194,6.391850998157025,24.091412443087414,-8.219947515005991,26.452588025210076,-14.081318403772116,8.542478184798355,-0.39776044017604306,-3.1333159663865473,21.86428154674566,17.574616313552795,22.637927979477624,0.3286438422081659,5.678256206565592,14.110207679863713,-18.370816809098244,-6.727177733225332,-12.701330068712643,16.895820827608176
